author,product_name,product_price,product_reviews,product_url
Ryan O'Hanlon,Net Gains: Inside the Beautiful Game’s Analytics Revolution,27,27,https://m.media-amazon.com/images/I/61k00WsIsjL._AC_UL320_.jpg
,"Collect, Combine, and Transform Data Using Power Query in Excel and Power BI (Business Skills)",26,425,https://m.media-amazon.com/images/I/51bUU91clWL._AC_UL320_.jpg
Jonathan Lemire,,18,632,https://m.media-amazon.com/images/I/91XLjCo8VwL._AC_UY218_.jpg
Nick Singh,"Ace the Data Science Interview: 201 Real Interview Questions Asked By FAANG, Tech Startups, & Wall Street",38,695,https://m.media-amazon.com/images/I/61Yd6YXufGL._AC_UL320_.jpg
Wes McKinney,"Python for Data Analysis: Data Wrangling with pandas, NumPy, and Jupyter",37,34,https://m.media-amazon.com/images/I/91QBEYSpnLL._AC_UL320_.jpg
Alex J. Gutman,,24,209,https://m.media-amazon.com/images/I/51dY5RkvW6S._AC_UY218_.jpg
(29 used & new offers),"The Practical Guide to HR Analytics: Using Data to Inform, Transform, and Empower HR Decisions",24,173,https://m.media-amazon.com/images/I/61mhrA4UnNL._AC_UL320_.jpg
,The Sky Is Falling (3) (The DATA Set),5,82,https://m.media-amazon.com/images/I/81yqEpdor1L._AC_UL320_.jpg
,,,null,
Devin Knight,,28,157,https://m.media-amazon.com/images/I/71zDYgMpeBL._AC_UY218_.jpg
Ann Jackson,"Tableau Strategies: Solving Real, Practical Problems with Data Analytics",29,32,https://m.media-amazon.com/images/I/81nxllSFh2L._AC_UL320_.jpg
Stephen Few,Information Dashboard Design: Displaying Data for At-a-Glance Monitoring,20,299,https://m.media-amazon.com/images/I/41nMRjQpMEL._AC_UL320_.jpg
Phani Raj,Azure Databricks Cookbook: Accelerate and scale real-time analytics solutions using the Apache Spark-based analytics service,37,27,https://m.media-amazon.com/images/I/61jYUuWADoL._AC_UL320_.jpg
Cathy O'Neil,,26,175,https://m.media-amazon.com/images/I/81DV9mvQsML._AC_UY218_.jpg
,The Data Science Design Manual (Texts in Computer Science),59,68,https://m.media-amazon.com/images/I/61scEMFfbzL._AC_UL320_.jpg
John L Taveras,R for Excel Users: An Introduction to R for Excel Analysts,18,117,https://m.media-amazon.com/images/I/41ssO2NPfgL._AC_UL320_.jpg
Julian James McKinnon,"Computer Programming Crash Course: 7 Books in 1- Coding Languages for Beginners: C++, C#, SQL, Python, Data Science for Python, Raspberry pi and Arduino. Teach Yourself to Code. Learn Faster.",33,134,https://m.media-amazon.com/images/I/71zkPeFMA4L._AC_UL320_.jpg
,,,null,
,,,null,
Chris Fregly,"Data Science on AWS: Implementing End-to-End, Continuous AI and Machine Learning Pipelines",31,159,https://m.media-amazon.com/images/I/81k33dFBLtS._AC_UL320_.jpg
Wendy Hui Kyong Chun,"Discriminating Data: Correlation, Neighborhoods, and the New Politics of Recognition",25,6,https://m.media-amazon.com/images/I/81VQKGF6LdL._AC_UL320_.jpg
Mike Halsey,,23,32,https://m.media-amazon.com/images/I/61BUdoM+d8L._AC_UY218_.jpg
Andrew Nguyen,Hands-On Healthcare Data: Taming the Complexity of Real-World Data,57,1,https://m.media-amazon.com/images/I/816IKlBb+CL._AC_UL320_.jpg
(24 used & new offers),,64,17,https://m.media-amazon.com/images/I/71wehXK1WVL._AC_UY218_.jpg
,,,null,
Ranjit Mereddy,"SAP Basis Administration Handbook, NetWeaver Edition",52,104,https://m.media-amazon.com/images/I/61tGu9MCrnL._AC_UL320_.jpg
Brian Larson,"Microsoft SQL Server 2016 Reporting Services, Fifth Edition",39,94,https://m.media-amazon.com/images/I/71A8G6QP7wL._AC_UL320_.jpg
,Data Analytics Applications in Gaming and Entertainment,54,21,https://m.media-amazon.com/images/I/61HvMljmcEL._AC_UL320_.jpg
,,40,559,https://m.media-amazon.com/images/I/611LSmsnR2S._AC_UY218_.jpg
Walter R. Paczkowski,Pricing Analytics: Models and Advanced Quantitative Techniques for Product Pricing,38,16,https://m.media-amazon.com/images/I/714HvfJep7S._AC_UL320_.jpg
,Access 2016 in easy steps,19,89,https://m.media-amazon.com/images/I/817tTF9blVL._AC_UL320_.jpg
Dave Fowler,The Informed Company: How to Build Modern Agile Data Stacks that Drive Winning Insights,18,33,https://m.media-amazon.com/images/I/718HIxE1e0L._AC_UL320_.jpg
,,,null,
,,,null,
Jim Webber,Graph Databases: New Opportunities for Connected Data,27,52,https://m.media-amazon.com/images/I/71QVHBdFzAL._AC_UL320_.jpg
(18 used & new offers),The Ethics of Artificial Intelligence in Education,48,252,https://m.media-amazon.com/images/I/91T-oNEQE3L._AC_UL320_.jpg
,Feature Engineering and Selection (Chapman & Hall/CRC Data Science Series),41,65,https://m.media-amazon.com/images/I/518BIkeZO3S._AC_UL320_.jpg
Nina Zumel,Practical Data Science with R,49,64,https://m.media-amazon.com/images/I/71v3KRNJq3L._AC_UL320_.jpg
Walter R. Paczkowski,,38,16,https://m.media-amazon.com/images/I/714HvfJep7S._AC_UY218_.jpg
,,,null,
Alice Zheng,Feature Engineering for Machine Learning: Principles and Techniques for Data Scientists,42,68,https://m.media-amazon.com/images/I/91zmHDUBLoL._AC_UL320_.jpg
J. Christopher Westland,Audit Analytics: Data Science for the Accounting Profession (Use R!),61,2,https://m.media-amazon.com/images/I/511J4usjHwL._AC_UL320_.jpg
,,,null,
(26 used & new offers),,24,27,https://m.media-amazon.com/images/I/51D2BDxEriL._AC_UY218_.jpg
Ralph Kimball,"The Data Warehouse Lifecycle Toolkit : Expert Methods for Designing, Developing, and Deploying Data Warehouses",24,53,https://m.media-amazon.com/images/I/7103tNTZ5WL._AC_UL320_.jpg
Greg Deckler,"DAX Cookbook: Over 120 recipes to enhance your business with analytics, reporting, and business intelligence",44,45,https://m.media-amazon.com/images/I/71ipp7X4EdL._AC_UL320_.jpg
Bill Schmarzo,Big Data MBA: Driving Business Strategies with Data Science,23,43,https://m.media-amazon.com/images/I/51Fh5K8dYtL._AC_UL320_.jpg
(34 used & new offers),Database System Concepts,26,48,https://m.media-amazon.com/images/I/61aEyYvsBmL._AC_UL320_.jpg
Paul Cerrato,"Reinventing Clinical Decision Support: Data Analytics, Artificial Intelligence, and Diagnostic Reasoning (HIMSS Book Series)",69,9,https://m.media-amazon.com/images/I/81fowytG5qL._AC_UL320_.jpg
Flavio Junqueira,ZooKeeper: Distributed Process Coordination,25,37,https://m.media-amazon.com/images/I/91mX8QeoekL._AC_UL320_.jpg
,,64,5,https://m.media-amazon.com/images/I/81FN6yfD50L._AC_UY218_.jpg
,Access Database Design & Programming (3rd Edition),30,36,https://m.media-amazon.com/images/I/5121SxyrdXL._AC_UL320_.jpg
Vijay Kotu,"DATA MINING, BIG DATA ANALYTICS AND DEEP LEARNING. EXAMPLES WITH MATLAB",4,2,https://m.media-amazon.com/images/I/71VwzlIHU+L._AC_UL320_.jpg
Edmund Weitz,Konkrete Mathematik (nicht nur) für Informatiker: Mit vielen Grafiken und Algorithmen in Python (German Edition),69,32,https://m.media-amazon.com/images/I/61JGbjjb5uL._AC_UL320_.jpg
(13 used & new offers),PostgreSQL 13 Cookbook: Over 120 recipes to build high-performance and fault-tolerant PostgreSQL database solutions,41,18,https://m.media-amazon.com/images/I/61nPCVbkRML._AC_UL320_.jpg
Mikhail Zhilkin,"Data Science Without Makeup: A Guidebook for End-Users, Analysts, and Managers",26,4,https://m.media-amazon.com/images/I/51zFup0QJyL._AC_UL320_.jpg
Parteek Bhatia,Data Mining and Data Warehousing: Principles and Practical Techniques,70,30,https://m.media-amazon.com/images/I/41NKQEhBE4L._AC_UL320_.jpg
Lars George,HBase: The Definitive Guide: Random Access to Your Planet-Size Data,35,35,https://m.media-amazon.com/images/I/51OcYjwWI9L._AC_UL320_.jpg
Jared Dean,"Big Data, Data Mining, and Machine Learning (Wiley and SAS Business Series)",34,28,https://m.media-amazon.com/images/I/61AMJczJExL._AC_UL320_.jpg
Magy Seif El-Nasr,Game Analytics: Maximizing the Value of Player Data,83,10,https://m.media-amazon.com/images/I/61hEu7OWngL._AC_UL320_.jpg
Brent Hershey,Ron Shandler's 2022 Baseball Forecaster: & Encyclopedia of Fanalytics,21,147,https://m.media-amazon.com/images/I/51CA5SLjKYL._AC_UL320_.jpg
,The Google Analytics 4 and Google Tag Manager Cookbook: A Simple Step by Step Pictorial Guide to Implementing Google Analytics and Google Tag Manager for your Websites.,29,7,https://m.media-amazon.com/images/I/617ru7dwFnL._AC_UL320_.jpg
Ryan K. Stephens,Sams Teach Yourself SQL in 21 Days,36,25,https://m.media-amazon.com/images/I/51izM7zFHKL._AC_UL320_.jpg
Gururajan Govindan,SQL for DB2,34,27,https://m.media-amazon.com/images/I/61DMQ4p-3oL._AC_UL320_.jpg
,,,null,
,,,null,
(34 used & new offers),Information Management: Strategies for Gaining a Competitive Advantage with Data (The Savvy Manager's Guides),33,24,https://m.media-amazon.com/images/I/41LNcWSwPPL._AC_UL320_.jpg
(49 used & new offers),"BIG DATA TOOLS. SAS VISUAL STATISTICS, SAS HIGH PERFORMANCE ANALYTICS AND SAS IN-MEMORY STATISTICS",4,46,https://m.media-amazon.com/images/I/61tMbvdWowL._AC_UL320_.jpg
,,,null,
,,,null,
,,,null,
,,,null,
,,19,78,https://m.media-amazon.com/images/I/41vw-Un9N0L._AC_UY218_.jpg
,,,null,
,,,null,
(56 used & new offers),,33,516,https://m.media-amazon.com/images/I/61Sjlg8KFDL._AC_UY218_.jpg
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
Yefim Gordon,,55,97,https://m.media-amazon.com/images/I/61IgiOR+-GL._AC_UY218_.jpg
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
(31 used & new offers),,8,536,https://m.media-amazon.com/images/I/81vRvkLywjL._AC_UY218_.jpg
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
Miguel Benasayag,,2,32,https://m.media-amazon.com/images/I/719+PcThwpL._AC_UY218_.jpg
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,35,9,https://m.media-amazon.com/images/I/61d1YdecBkL._AC_UY218_.jpg
Graham Hogg,,24,1,https://m.media-amazon.com/images/I/81mivrXxFML._AC_UY218_.jpg
,,,null,
,,,null,
,,,null,
,,,null,
Jason E. Lane,,19,1,https://m.media-amazon.com/images/I/51V8iaCt1KL._AC_UY218_.jpg
Keith B. Carter,,49,22,https://m.media-amazon.com/images/I/41VeOCTPKRL._AC_UY218_.jpg
,,,null,
,,,null,
,,,null,
,,,null,
(6 used & new offers),,59,5,https://m.media-amazon.com/images/I/6164Q8UmKLL._AC_UY218_.jpg
,,,null,
,,11,224,https://m.media-amazon.com/images/I/71Lz9L+MqZL._AC_UY218_.jpg
,,,null,
,,,null,
Dmitry Zinoviev,,18,18,https://m.media-amazon.com/images/I/91JKsePZ+FL._AC_UY218_.jpg
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
Bruce Ratner,,62,4,https://m.media-amazon.com/images/I/61eymLg+1hL._AC_UY218_.jpg
B.R. Erlank,,14,15,https://m.media-amazon.com/images/I/71GZ+l0DqJL._AC_UY218_.jpg
,,,null,
Michael Shellenberger,,18,"1,712",https://m.media-amazon.com/images/I/913fo3RVgPL._AC_UY218_.jpg
,,,null,
,,,null,
,,4,"1,414",https://m.media-amazon.com/images/I/71y4OToRqlL._AC_UY218_.jpg
,,,null,
,,,null,
,,,null,
Laurent Bernut,,51,41,https://m.media-amazon.com/images/I/71lAEM3nf8L._AC_UY218_.jpg
Sudhi Sinha,,21,20,https://m.media-amazon.com/images/I/71t7rnaaDyL._AC_UY218_.jpg
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
Michael C. Daconta,,21,8,https://m.media-amazon.com/images/I/61v5ejxZyHL._AC_UY218_.jpg
,,,null,
,,,null,
,,,null,
,,,null,
,,,null,
David Meerman Scott,,20,87,https://m.media-amazon.com/images/I/51jHOlBUvwL._AC_UY218_.jpg
Mark Phelps,,6,274,https://m.media-amazon.com/images/I/51m6u8LnzdL._AC_UY218_.jpg
,,,null,
,,,null,
,,,null,
Maelle Gavet,,3,76,https://m.media-amazon.com/images/I/51Uw4xiNLkL._AC_UY218_.jpg
,,18,440,https://m.media-amazon.com/images/I/51jfmF6U8XL._AC_UY218_.jpg
,,,null,
,,,null,
,,,null,
,,,null,
Stanley Coren,,20,87,https://m.media-amazon.com/images/I/71Kxb8HIqqL._AC_UY218_.jpg
,,,null,
,,,null,
,,,null,
Richard Hurley,,16,10,https://m.media-amazon.com/images/I/71fLlS7eoDL._AC_UY218_.jpg
Nathan George,Practical Data Science with Python: Learn tools and techniques from hands-on examples to extract insights from data,51,24,https://m.media-amazon.com/images/I/71ujYVXks8L._AC_UL320_.jpg
Carrie Ciula,,14,37,https://m.media-amazon.com/images/I/81QQoPU5B3L._AC_UY218_.jpg
,,,null,
(17 used & new offers),"High Reliability Organizations: A Healthcare Handbook for Patient Safety & Quality, Second Edition",48,42,https://m.media-amazon.com/images/I/61CX8rBp2jL._AC_UL320_.jpg
(28 used & new offers),"SQL: A Beginner's Guide, Fourth Edition",16,17,https://m.media-amazon.com/images/I/51SbvGWNcRL._AC_UL320_.jpg
Alec J. Schramm,,69,4,https://m.media-amazon.com/images/I/517Jnf+n2cL._AC_UY218_.jpg
,,,null,
,,,null,
Alex Berenson,,15,"3,129",https://m.media-amazon.com/images/I/718Gdx3RtfL._AC_UY218_.jpg
Edward Pollack,Analytics Optimization with Columnstore Indexes in Microsoft SQL Server: Optimizing OLAP Workloads,38,18,https://m.media-amazon.com/images/I/610QU9Zat0L._AC_UL320_.jpg
Kevin Hanegan,"Turning Data into Wisdom: How We Can Collaborate with Data to Change Ourselves, Our Organizations, and Even the World",19,26,https://m.media-amazon.com/images/I/715xHIBGzjL._AC_UL320_.jpg
Ira J. Haimowitz,,49,616,https://m.media-amazon.com/images/I/71Pi-1nyIoL._AC_UY218_.jpg
,,,null,
,,,null,
Shailendra Kadre,Practical Business Analytics Using SAS: A Hands-on Guide,69,28,https://m.media-amazon.com/images/I/617uUTGoR8L._AC_UL320_.jpg
Paul A. Zandbergen,Python Scripting for ArcGIS Pro,50,141,https://m.media-amazon.com/images/I/81jUPBTrvmL._AC_UL320_.jpg
Stephen C. Meyer,,24,"1,365",https://m.media-amazon.com/images/I/91zjozXE0yL._AC_UY218_.jpg
Herbert Jones,,14,18,https://m.media-amazon.com/images/I/71jGmwUD+eL._AC_UY218_.jpg
Benjamin Bengfort,Data Analytics with Hadoop: An Introduction for Data Scientists,27,31,https://m.media-amazon.com/images/I/91mjmF9QAVL._AC_UL320_.jpg
,Data Science Using Python and R (Wiley Series on Methods and Applications in Data Mining),80,36,https://m.media-amazon.com/images/I/61m3KZ1gqDL._AC_UL320_.jpg
,,,null,
,,,null,
Kevin Macnish,,108,17,https://m.media-amazon.com/images/I/61XjyYvELrL._AC_UY218_.jpg
Tristan Guillevin,"Getting Started with Tableau 2019.2: Effective data visualization and business intelligence with the new features of Tableau 2019.2, 2nd Edition",29,29,https://m.media-amazon.com/images/I/71U+lF1S2pL._AC_UL320_.jpg
,,,null,
Sunil Soares,,21,4,https://m.media-amazon.com/images/I/81LH7QTiy+L._AC_UY218_.jpg
(13 used & new offers),"Introducing Data Science: Big Data, Machine Learning, and more, using Python tools",42,98,https://m.media-amazon.com/images/I/71zG6q0qpiL._AC_UL320_.jpg
Stephanie Bullard,,0,492,https://m.media-amazon.com/images/I/911003Fs9CL._AC_UY218_.jpg
,Production Planning and Control in Semiconductor Manufacturing: Big Data Analytics and Industry 4.0 Applications (SpringerBriefs in Applied Sciences and Technology),54,63,https://m.media-amazon.com/images/I/61tOCvHnNCL._AC_UL320_.jpg
Doug Turnbull,Relevant Search: With applications for Solr and Elasticsearch,44,30,https://m.media-amazon.com/images/I/71VJDPxxJKL._AC_UL320_.jpg
Bo Burlingham,,10,99,https://m.media-amazon.com/images/I/71YcrpWF0QL._AC_UY218_.jpg
,,,null,
,,,null,
,,,null,
Alexander Boxer,,13,88,https://m.media-amazon.com/images/I/81lAK1wuqkL._AC_UY218_.jpg
Perry Lea,,44,74,https://m.media-amazon.com/images/I/71ZMZTnmZxL._AC_UY218_.jpg
,,,null,
Mike Halsey,The IT Support Handbook: A How-To Guide to Providing Effective Help and Support to IT Users,23,32,https://m.media-amazon.com/images/I/61BUdoM+d8L._AC_UL320_.jpg
John Wright,Business Analytics: Text and Cases,17,16,https://m.media-amazon.com/images/I/71H6ya9aa7L._AC_UL320_.jpg
Constance M Brown,,7,800,https://m.media-amazon.com/images/I/81co3msvEjS._AC_UY218_.jpg
Paul R Johnson,"Splunk Operational Intelligence Cookbook: Over 80 recipes for transforming your data into business-critical insights using Splunk, 3rd Edition",54,33,https://m.media-amazon.com/images/I/81LthRfe4-L._AC_UL320_.jpg
,,,null,
Priscilla Walmsley,XQuery: Search Across a Variety of XML Data,46,18,https://m.media-amazon.com/images/I/61pu79yeIsS._AC_UL320_.jpg
Somanath Nanda,AWS Certified Machine Learning Specialty: MLS-C01 Certification Guide: The definitive guide to passing the MLS-C01 exam on the very first attempt,51,34,https://m.media-amazon.com/images/I/71PeEVshfQL._AC_UL320_.jpg
,,,null,
Herbert Jones,"Data Analytics: An Essential Beginner’s Guide To Data Mining, Data Collection, Big Data Analytics For Business, And Business Intelligence Concepts",13,17,https://m.media-amazon.com/images/I/71cbRSQW63L._AC_UL320_.jpg
Michael Manoochehri,,39,10,https://m.media-amazon.com/images/I/41V3LYUBiTL._AC_UY218_.jpg
,,,null,
(25 used & new offers),,104,16,https://m.media-amazon.com/images/I/41EmKQ+AbZL._AC_UY218_.jpg
Dr Solomon,,14,1,https://m.media-amazon.com/images/I/717mdIqFQkL._AC_UY218_.jpg
,,,null,
Ian H. Witten,Data Mining: Practical Machine Learning Tools and Techniques (Morgan Kaufmann Series in Data Management Systems),25,113,https://m.media-amazon.com/images/I/71OKH1m3XhL._AC_UL320_.jpg
,,,null,
Ron Kohavi,,36,392,https://m.media-amazon.com/images/I/41evMN0yyaL._AC_UY218_.jpg
Marek Chmel,"SQL Server 2019 Administrator's Guide: A definitive guide for DBAs to implement, monitor, and maintain enterprise database solutions, 2nd Edition",46,38,https://m.media-amazon.com/images/I/71Ltf09+RiL._AC_UL320_.jpg
,,59,68,https://m.media-amazon.com/images/I/61scEMFfbzL._AC_UY218_.jpg
Rahul Ghatak,People Analytics: Data to Decisions (Management for Professionals),59,28,https://m.media-amazon.com/images/I/61ex1TVS+gL._AC_UL320_.jpg
Thomas Mailund,"Beginning Data Science in R 4: Data Analysis, Visualization, and Modelling for the Data Scientist",43,"1,585",https://m.media-amazon.com/images/I/61rQhfP6CNL._AC_UL320_.jpg
,,,null,
,,69,6,https://m.media-amazon.com/images/I/61rgvRDv5-L._AC_UY218_.jpg
Dipanjan Sarkar,Text Analytics with Python: A Practical Real-World Approach to Gaining Actionable Insights from your Data,17,40,https://m.media-amazon.com/images/I/61Kkx-kstpL._AC_UL320_.jpg
,,,null,
,,107,33,https://m.media-amazon.com/images/I/61k-3M9aJyL._AC_UY218_.jpg
,,,null,
(11 used & new offers),Talk about Data,24,4,https://m.media-amazon.com/images/I/41ItTR7kqyL._AC_UL320_.jpg
Harvinder Atwal,Practical DataOps: Delivering Agile Data Science at Scale,37,41,https://m.media-amazon.com/images/I/618F4oly13L._AC_UL320_.jpg
Simon Asplen-Taylor,,34,3,https://m.media-amazon.com/images/I/71U5tFhCuKL._AC_UY218_.jpg
Uri Laserson,Advanced Analytics with Spark: Patterns for Learning from Data at Scale,47,44,https://m.media-amazon.com/images/I/71c6xOiCIHL._AC_UL320_.jpg
Robert Ilijason,Beginning Apache Spark Using Azure Databricks: Unleashing Large Cluster Analytics in the Cloud,43,31,https://m.media-amazon.com/images/I/61UmE8VR-tL._AC_UL320_.jpg
,,,null,
,,,null,
,"Data Mining with R: Learning with Case Studies, Second Edition (Chapman & Hall/CRC Data Mining and Knowledge Discovery Series)",79,10,https://m.media-amazon.com/images/I/41qY+NXFp5L._AC_UL320_.jpg
Newt Gingrich,,14,"1,113",https://m.media-amazon.com/images/I/61RWe839a0L._AC_UY218_.jpg
,,61,43,https://m.media-amazon.com/images/I/61rREUCHbHL._AC_UY218_.jpg
,,15,438,https://m.media-amazon.com/images/I/71vIhrUiV4L._AC_UY218_.jpg
Raghav Bali,Learning Social Media Analytics with R: Transform data from social media platforms into actionable business insights,51,14,https://m.media-amazon.com/images/I/613mmOh6T8L._AC_UL320_.jpg
,,,null,
,Remote Sensing and GIS for Ecologists: Using Open Source Software (Data in the Wild),45,50,https://m.media-amazon.com/images/I/71FjXNjkYdL._AC_UL320_.jpg
,,,null,
(13 used & new offers),Winning on HR Analytics: Leveraging Data for Competitive Advantage,19,114,https://m.media-amazon.com/images/I/612zW+X7IyL._AC_UL320_.jpg
,,,null,
Edward Tenner,,14,31,https://m.media-amazon.com/images/I/71iVLRd9iVL._AC_UY218_.jpg
Manika Lamba,Qualitative Data Analysis: A Methods Sourcebook,90,205,https://m.media-amazon.com/images/I/61Nw1a63EmL._AC_UL320_.jpg
Dan Linstedt,,52,147,https://m.media-amazon.com/images/I/61-UZ-QNLzL._AC_UY218_.jpg
Ralph Kimball,Kimball's Data Warehouse Toolkit Classics,100,55,https://m.media-amazon.com/images/I/51HKWKD7SsL._AC_UL320_.jpg
,,,null,
,Data Science Foundations Tools and Techniques: Core Skills for Quantitative Analysis with R and Git (Addison-Wesley Data & Analytics Series),48,57,https://m.media-amazon.com/images/I/51kkZsGzq3L._AC_UL320_.jpg
,,,null,
,"Machine Learning for Cyber Physical Systems: Selected papers from the International Conference ML4CPS 2018 (Technologien für die intelligente Automation, 9)",53,58,https://m.media-amazon.com/images/I/613YjKA-QTL._AC_UL320_.jpg
(29 used & new offers),Machine Learning for Time Series Forecasting with Python,32,44,https://m.media-amazon.com/images/I/41tfuCVdVlL._AC_UL320_.jpg
Patrick Carey,,32,4,https://m.media-amazon.com/images/I/61DVu9M6aaL._AC_UY218_.jpg
Sam Dogen,,18,244,https://m.media-amazon.com/images/I/81oqeGVJYiL._AC_UY218_.jpg
(24 used & new offers),A General Introduction to Data Analytics,77,5,https://m.media-amazon.com/images/I/61wjVS2ragL._AC_UL320_.jpg
,,,null,
Claudio Stamile,Graph Machine Learning: Take graph data to the next level by applying machine learning techniques and algorithms,46,62,https://m.media-amazon.com/images/I/61qaM2FYiNL._AC_UL320_.jpg
Michiel Rozema,Fundamentals of Data Analytics: With a View to Machine Learning,21,56,https://m.media-amazon.com/images/I/51BOxIeRTDL._AC_UL320_.jpg
April Ursula Fox,Social Media Analytics Strategy: Using Data to Optimize Business Performance,41,24,https://m.media-amazon.com/images/I/610zTUoQfIL._AC_UL320_.jpg
,,,null,
(19 used & new offers),,49,5,https://m.media-amazon.com/images/I/611iOiSH+jL._AC_UY218_.jpg
Anne Beaulieu,,39,1,https://m.media-amazon.com/images/I/61v0dQMOkfL._AC_UY218_.jpg
Philipp K. Janert,Data Analysis with Open Source Tools: A Hands-On Guide for Programmers and Data Scientists,16,73,https://m.media-amazon.com/images/I/91DqXd9okHL._AC_UL320_.jpg
(51 used & new offers),,13,"1,913",https://m.media-amazon.com/images/I/41W01q0kFWL._AC_UY218_.jpg
,,,null,
,Data Mining and Predictive Analytics (Wiley Series on Methods and Applications in Data Mining),41,77,https://m.media-amazon.com/images/I/51bEqlYH3UL._AC_UL320_.jpg
Jeffrey A. Hoffer,Modern Database Management (11th Edition),149,81,https://m.media-amazon.com/images/I/4150fo6+2wL._AC_UL320_.jpg
,,17,279,https://m.media-amazon.com/images/I/61m6+7aj6DL._AC_UY218_.jpg
,Basketball Data Science: With Applications in R (Chapman & Hall/CRC Data Science Series),46,20,https://m.media-amazon.com/images/I/814eoq48sJL._AC_UL320_.jpg
,,,null,
,,29,29,https://m.media-amazon.com/images/I/71s5yQ81-yS._AC_UY218_.jpg
,,,null,
Jay Wengrow,A Common-Sense Guide to Data Structures and Algorithms: Level Up Your Core Programming Skills,84,85,https://m.media-amazon.com/images/I/71DfluR0ojL._AC_UL320_.jpg
(22 used & new offers),"The Azure Data Lakehouse Toolkit: Building and Scaling Data Lakehouses on Azure with Delta Lake, Apache Spark, Databricks, Synapse Analytics, and Snowflake",26,2,https://m.media-amazon.com/images/I/616QD4mp5fL._AC_UL320_.jpg
Anthony Castrovince,,32,516,https://m.media-amazon.com/images/I/51SqKehH0RL._AC_UY218_.jpg
(16 used & new offers),,107,1,https://m.media-amazon.com/images/I/41YO97xelBS._AC_UY218_.jpg
,,,null,
,,,null,
Nancy Duarte,,26,526,https://m.media-amazon.com/images/I/61YJyrJz5eL._AC_UY218_.jpg
Mark Tossell,Regression Analysis: An Intuitive Guide for Using and Interpreting Linear Models,24,140,https://m.media-amazon.com/images/I/61xRbV84gYL._AC_UL320_.jpg
,,9,404,https://m.media-amazon.com/images/I/71yZfF+JDNL._AC_UY218_.jpg
Christopher Adamson,Star Schema The Complete Reference,28,184,https://m.media-amazon.com/images/I/41J-gRCFiwL._AC_UL320_.jpg
Kieran Healy,Data Visualization: A Practical Introduction,42,206,https://m.media-amazon.com/images/I/71o8kn4EwOL._AC_UL320_.jpg
Nicholas Kelly,Delivering Data Analytics: A Step-By-Step Guide to Driving Adoption of Business Intelligence from Planning to Launch,34,19,https://m.media-amazon.com/images/I/81E6AdHoVxS._AC_UL320_.jpg
,Modern Data Science with R (Chapman & Hall/CRC Texts in Statistical Science),28,9,https://m.media-amazon.com/images/I/61-PWH30XFL._AC_UL320_.jpg
Jonathan Reichental,,34,29,https://m.media-amazon.com/images/I/810Bcc5X8xL._AC_UY218_.jpg
Rick Sherman,Business Intelligence Guidebook: From Data Integration to Analytics,31,98,https://m.media-amazon.com/images/I/51BvOBcIDVL._AC_UL320_.jpg
Kenneth Cukier,,18,143,https://m.media-amazon.com/images/I/71UZqltaRaL._AC_UY218_.jpg
Stefan Papp,Data Scientist Lined Notebook Data Science Journal: Data Science Gifts Funny Data Scientist Gift Big Data Machine Learning Lined Notebook,7,1,https://m.media-amazon.com/images/I/61nQ117vbzL._AC_UL320_.jpg
David Spiegelhalter,The Art of Statistics: How to Learn from Data,18,"2,906",https://m.media-amazon.com/images/I/91AxFQKFxWS._AC_UL320_.jpg
Debra Paul,Business Analysis,51,250,https://m.media-amazon.com/images/I/61H411r1ghL._AC_UL320_.jpg
